"NAME_FGENE","MODEL_LOC_ID","GOSLIM_ID","KEYWORD_CATEGORY","GOSLIM_TERM","ANNOTATED_BY","TAIR_ID"
"chrChr2_mRNA_5043_34214885","LOC_Os02g55890.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G15690"
"chrChr2_mRNA_5053_34269923","LOC_Os02g56000.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G05530"
"chrChr2_mRNA_708_4151244","LOC_Os02g07930.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G21150"
"chrChr3_mRNA_297_1822255","LOC_Os03g04000.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G20510"
"chrChr3_mRNA_272_1648764","LOC_Os03g03700.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G39200"
"chrChr3_mRNA_281_1716495","LOC_Os03g03820.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G37250"
"chrChr3_mRNA_301_1852910","LOC_Os03g04050.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G35230"
"chrChr3_mRNA_303_1864245","LOC_Os03g04070.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G17040"
"chrChr2_mRNA_4863_33117303","LOC_Os02g54060.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G20720"
"chrChr3_mRNA_475_2961746","LOC_Os03g05910.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G38540"
"chrChr3_mRNA_476_2964716","LOC_Os03g05920.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G38540"
"chrChr3_mRNA_516_3185936","LOC_Os03g06360.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G22490"
"chrChr3_mRNA_521_3201345","LOC_Os03g06410.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G08720"
"chrChr3_mRNA_521_3201345","LOC_Os03g06410.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G08720"
"chrChr2_mRNA_5082_34470169","LOC_Os02g56310.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G04530"
"chrChr2_mRNA_5100_34566122","LOC_Os02g56460.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G15950"
"chrChr3_mRNA_575_3558352","LOC_Os03g06970.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT5G48850"
"chrChr2_mRNA_1040_6430587","LOC_Os02g12350.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G38130"
"chrChr2_mRNA_5065_34348582","LOC_Os02g56120.2","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G04550"
"chrChr3_mRNA_397_2466460","LOC_Os03g05060.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G20370"
"chrChr3_mRNA_405_2506064","LOC_Os03g05160.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G24050"
"chrChr3_mRNA_435_2707497","LOC_Os03g05470.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT4G00330"
"chrChr3_mRNA_436_2715918","LOC_Os03g05480.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G48430"
"chrChr3_mRNA_436_2715918","LOC_Os03g05480.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G48430"
"chrChr3_mRNA_445_2800290","LOC_Os03g05590.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G23230"
"chrChr3_mRNA_445_2800290","LOC_Os03g05590.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G23230"
"chrChr2_mRNA_5128_34764350","LOC_Os02g56700.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G15950"
"chrChr2_mRNA_5210_35251491","LOC_Os02g57530.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G23150"
"chrChr2_mRNA_5183_35085196","LOC_Os02g57260.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G33150"
"chrChr3_mRNA_634_3859447","LOC_Os03g07580.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G80680"
"chrChr3_mRNA_653_3961041","LOC_Os03g07790.1","GO:0009908","P","flower development","IEA","TAIR:AT3G63530"
"chrChr3_mRNA_705_4236724","LOC_Os03g08320.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G74950"
"chrChr3_mRNA_708_4266978","LOC_Os03g08360.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G26250"
"chrChr3_mRNA_708_4266978","LOC_Os03g08360.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G26250"
"chrChr2_mRNA_5161_34930323","LOC_Os02g57040.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G43940"
"chrChr2_mRNA_5107_34609725","LOC_Os02g56510.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G23430"
"chrChr2_mRNA_5124_34742495","LOC_Os02g56680.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G15950"
"chrChr2_mRNA_5129_34769644","LOC_Os02g56720.2","GO:0006950","P","response to stress","IEA","TAIR:AT1G80820"
"chrChr1_mRNA_1634_10272708","LOC_Os02g56910.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G04010"
"chrChr2_mRNA_4598_31530873","LOC_Os02g51480.1","GO:0009790","P","embryo development","IEA","TAIR:AT4G39620"
"chrChr2_mRNA_4617_31648754","LOC_Os02g51670.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G78080"
"chrChr3_mRNA_139_771257","LOC_Os03g02260.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G09590"
"chrChr3_mRNA_139_771257","LOC_Os03g02260.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G09590"
"chrChr3_mRNA_164_939195","LOC_Os03g02540.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G61140"
"chrChr3_mRNA_164_939195","LOC_Os03g02540.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G61140"
"chrChr3_mRNA_179_997756","LOC_Os03g02680.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G48750"
"chrChr3_mRNA_769_4652934","LOC_Os03g08960.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT4G40060"
"chrChr3_mRNA_1820_11531950","LOC_Os03g20380.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G26980"
"chrChr3_mRNA_925_5686617","LOC_Os03g11060.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G47200"
"chrChr3_mRNA_872_5351951","LOC_Os03g10510.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G67500"
"chrChr2_mRNA_4744_32350105","LOC_Os03g21240.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT4G28610"
"chrChr3_mRNA_1899_12126320","LOC_Os03g21240.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G28610"
"chrChr3_mRNA_1835_11653999","LOC_Os03g20570.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G48175"
"chrChr3_mRNA_940_5775940","LOC_Os03g11220.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G03440"
"chrChr3_mRNA_788_4781570","LOC_Os03g09170.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G78080"
"chrChr1_mRNA_3825_25300974","LOC_Os03g09170.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G78080"
"chrChr3_mRNA_972_5979629","LOC_Os03g11540.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G08020"
"chrChr3_mRNA_1177_7369614","LOC_Os03g13614.2","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G35530"
"chrChr3_mRNA_1109_6982645","LOC_Os03g12940.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G10120"
"chrChr3_mRNA_1213_7583738","LOC_Os03g13970.2","GO:0004871","F","signal transducer activity","IEA","TAIR:AT4G38630"
"chrChr3_mRNA_1213_7583738","LOC_Os03g13970.2","GO:0009908","P","flower development","IEA","TAIR:AT4G38630"
"chrChr3_mRNA_1406_8834470","LOC_Os03g16020.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G59720"
"chrChr3_mRNA_1406_8834470","LOC_Os03g16020.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G59720"
"chrChr3_mRNA_1015_6304848","LOC_Os03g12030.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G68530"
"chrChr3_mRNA_1311_8224127","LOC_Os03g15050.2","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT4G37870"
"chrChr3_mRNA_979_6061361","LOC_Os03g11614.1","GO:0009908","P","flower development","IEA","TAIR:AT5G15800"
"chrChr3_mRNA_979_6061361","LOC_Os03g11614.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G15800"
"chrChr3_mRNA_1097_6895178","LOC_Os03g12820.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G32230"
"chrChr3_mRNA_1097_6895178","LOC_Os03g12820.2","GO:0009791","P","post-embryonic development","IEA","TAIR:AT1G32230"
"chrChr3_mRNA_1097_6895178","LOC_Os03g12820.2","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT1G32230"
"chrChr3_mRNA_1051_6537573","LOC_Os03g12370.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G16820"
"chrChr10_mRNA_3590_23073745","LOC_Os03g12570.1","GO:0040029","P","regulation of gene expression, epigenetic","IEA","TAIR:AT1G69770"
"chrChr3_mRNA_1074_6665259","LOC_Os03g12570.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G69770"
"chrChr10_mRNA_3590_23073745","LOC_Os03g12570.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G69770"
"chrChr3_mRNA_1277_7979355","LOC_Os03g14669.2","GO:0007165","P","signal transduction","IEA","TAIR:AT5G63470"
"chrChr3_mRNA_1463_9132796","LOC_Os03g16570.3","GO:0007165","P","signal transduction","IEA","TAIR:AT3G55530"
"chrChr3_mRNA_1418_8906318","LOC_Os03g16140.2","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT4G00550"
"chrChr3_mRNA_1419_8912790","LOC_Os03g16150.3","GO:0006950","P","response to stress","IEA","TAIR:AT2G39770"
"chrChr3_mRNA_1419_8912790","LOC_Os03g16150.3","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G39770"
"chrChr3_mRNA_1419_8912790","LOC_Os03g16150.3","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G39770"
"chrChr3_mRNA_1420_8923437","LOC_Os03g16170.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G11410"
"chrChr3_mRNA_1728_10905602","LOC_Os03g19375.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G75390"
"chrChr3_mRNA_1448_9064856","LOC_Os03g16430.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G08540"
"chrChr3_mRNA_1451_9079383","LOC_Os03g16460.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G09350"
"chrChr3_mRNA_1352_8458131","LOC_Os03g15440.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G68810"
"chrChr3_mRNA_1364_8596653","LOC_Os03g15580.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G77620"
"chrChr3_mRNA_1255_7852714","LOC_Os03g14450.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G36530"
"chrChr3_mRNA_1255_7852714","LOC_Os03g14450.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT2G36530"
"chrChr3_mRNA_1496_9422925","LOC_Os03g16950.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G48540"
"chrChr3_mRNA_1504_9458843","LOC_Os03g17020.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G37550"
"chrChr3_mRNA_1224_7646649","LOC_Os03g14080.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G21050"
"chrChr3_mRNA_1305_8181722","LOC_Os03g14990.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G48850"
"chrChr3_mRNA_1814_11481253","LOC_Os03g20310.3","GO:0007165","P","signal transduction","IEA","TAIR:AT5G06950"
"chrChr3_mRNA_1392_8761804","LOC_Os03g15880.4","GO:0007165","P","signal transduction","IEA","TAIR:AT2G39940"
"chrChr3_mRNA_1400_8805567","LOC_Os03g15960.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G59720"
"chrChr3_mRNA_1772_11133136","LOC_Os03g19780.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G09250"
"chrChr3_mRNA_1372_8637099","LOC_Os03g15660.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G44830"
"chrChr3_mRNA_1573_9843336","LOC_Os03g17690.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G07890"
"chrChr3_mRNA_1574_9850384","LOC_Os03g17700.1","GO:0009908","P","flower development","IEA","TAIR:AT3G45640"
"chrChr3_mRNA_1780_11189385","LOC_Os03g19900.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G65510"
"chrChr3_mRNA_1533_9632806","LOC_Os03g17300.3","GO:0007165","P","signal transduction","IEA","TAIR:AT3G46290"
"chrChr3_mRNA_1618_10206161","LOC_Os03g18200.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT3G08970"
"chrChr3_mRNA_1899_12126320","LOC_Os03g21240.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G28610"
"chrChr3_mRNA_920_5659147","LOC_Os03g11010.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G23150"
"chrChr3_mRNA_1971_12599500","LOC_Os03g21990.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G15900"
"chrChr3_mRNA_1927_12308639","LOC_Os03g21540.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G51550"
"chrChr3_mRNA_3884_26234213","LOC_Os03g46390.1","GO:0007165","P","signal transduction","IEA","TAIR:AT4G19640"
"chrChr3_mRNA_3844_25942767","LOC_Os03g45920.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT5G62690"
"chrChr3_mRNA_3846_25973470","LOC_Os03g45960.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G11650"
"chrChr3_mRNA_3854_26033800","LOC_Os03g46060.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G11650"
"chrChr3_mRNA_3854_26033800","LOC_Os03g46060.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G11650"
"chrChr3_mRNA_3581_23824212","LOC_Os03g42770.1","GO:0009790","P","embryo development","IEA","TAIR:AT4G05410"
"chrChr3_mRNA_3630_24180456","LOC_Os03g43360.2","GO:0006950","P","response to stress","IEA","TAIR:AT2G30580"
"chrChr3_mRNA_3660_24544511","LOC_Os03g43810.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G43010"
"chrChr3_mRNA_3673_24657650","LOC_Os03g43930.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G34710"
"chrChr3_mRNA_3679_24744072","LOC_Os03g44020.1","GO:0009790","P","embryo development","IEA","TAIR:AT2G34650"
"chrChr3_mRNA_2453_15836613","LOC_Os03g27610.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G26560"
"chrChr3_mRNA_4131_27890692","LOC_Os03g48970.2","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G12840"
"chrChr3_mRNA_4071_27467413","LOC_Os03g48270.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G18890"
"chrChr3_mRNA_4085_27592754","LOC_Os03g48450.4","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G37650"
"chrChr3_mRNA_2284_14656279","LOC_Os03g25600.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G46920"
"chrChr3_mRNA_4152_28008697","LOC_Os03g49170.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G41900"
"chrChr3_mRNA_3197_21100006","LOC_Os03g38000.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G35530"
"chrChr3_mRNA_3199_21108820","LOC_Os03g38020.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G45550"
"chrChr3_mRNA_2918_19204054","LOC_Os03g33590.2","GO:0006950","P","response to stress","IEA","TAIR:AT1G27760"
"chrChr3_mRNA_3145_20670823","LOC_Os03g37290.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G22330"
"chrChr3_mRNA_2558_16628549","LOC_Os03g29240.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT1G60420"
"chrChr3_mRNA_2703_17625094","LOC_Os03g30950.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G43710"
"chrChr3_mRNA_2732_17832202","LOC_Os03g31300.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G15450"
"chrChr3_mRNA_2008_12794533","LOC_Os03g22330.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G47590"
"chrChr3_mRNA_3280_21681989","LOC_Os03g39000.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G02870"
"chrChr3_mRNA_3374_22281686","LOC_Os03g40100.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G69040"
"chrChr3_mRNA_3417_22628794","LOC_Os03g40700.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G08700"
"chrChr3_mRNA_3441_22826585","LOC_Os03g41070.1","GO:0006950","P","response to stress","IEA","TAIR:AT2G23150"
"chrChr3_mRNA_4937_32935476","LOC_Os03g57790.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G02760"
"chrChr3_mRNA_4503_30381680","LOC_Os03g52970.2","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G05920"
"chrChr3_mRNA_4510_30422191","LOC_Os03g53050.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT2G30590"
"chrChr3_mRNA_4513_30445269","LOC_Os03g53080.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G06770"
"chrChr3_mRNA_4513_30445269","LOC_Os03g53080.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G06770"
"chrChr3_mRNA_4411_29823449","LOC_Os03g51970.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G22840"
"chrChr3_mRNA_4495_30325554","LOC_Os03g52880.1","GO:0007165","P","signal transduction","IEA","TAIR:AT5G66560"
"chrChr3_mRNA_4495_30325554","LOC_Os03g52880.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G66560"
"chrChr3_mRNA_4963_33049423","LOC_Os03g58060.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT1G54490"
"chrChr3_mRNA_4725_31749469","LOC_Os03g55760.1","GO:0009908","P","flower development","IEA","TAIR:AT5G42630"
"chrChr3_mRNA_4732_31785151","LOC_Os03g55830.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT5G66560"
"chrChr3_mRNA_4749_31869151","LOC_Os03g55990.1","GO:0009908","P","flower development","IEA","TAIR:AT2G34710"
"chrChr3_mRNA_4703_31606215","LOC_Os03g55540.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G19580"
"chrChr3_mRNA_4703_31606215","LOC_Os03g55540.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT3G19580"
"chrChr3_mRNA_4703_31606215","LOC_Os03g55540.1","GO:0009790","P","embryo development","IEA","TAIR:AT3G19580"
"chrChr3_mRNA_4709_31652832","LOC_Os03g55600.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT4G33950"
"chrChr3_mRNA_4792_32175291","LOC_Os03g56460.2","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G42740"
"chrChr3_mRNA_5334_35129314","LOC_Os03g61970.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT5G09810"
"chrChr3_mRNA_4885_32646899","LOC_Os03g57240.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT5G48890"
"chrChr3_mRNA_4891_32694811","LOC_Os03g57310.1","GO:0007165","P","signal transduction","IEA","TAIR:AT3G11820"
"chrChr3_mRNA_4895_32708413","LOC_Os03g57340.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G44110"
"chrChr3_mRNA_4852_32432551","LOC_Os03g56950.3","GO:0009605","P","response to external stimulus","IEA","TAIR:AT3G59060"
"chrChr3_mRNA_4874_32584584","LOC_Os03g57140.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT2G34690"
"chrChr3_mRNA_4882_32620205","LOC_Os03g57200.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT1G78380"
"chrChr3_mRNA_5323_35086132","LOC_Os03g61890.1","GO:0007165","P","signal transduction","IEA","TAIR:AT2G16640"
"chrChr6_mRNA_3883_25980812","LOC_Os03g60430.2","GO:0009908","P","flower development","IEA","TAIR:AT4G36920"
"chrChr3_mRNA_5061_33630285","LOC_Os03g59070.1","GO:0009719","P","response to endogenous stimulus","IEA","TAIR:AT3G58490"
"chrChr3_mRNA_5036_33504993","LOC_Os03g58830.1","GO:0009908","P","flower development","IEA","TAIR:AT1G59640"
"chrChr3_mRNA_5036_33504993","LOC_Os03g58830.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G59640"
"chrChr3_mRNA_5155_34166100","LOC_Os03g60080.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G63790"
"chrChr3_mRNA_5160_34197990","LOC_Os03g60130.2","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G38560"
"chrChr3_mRNA_5111_33933844","LOC_Os03g59590.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G27540"
"chrChr3_mRNA_5227_34596487","LOC_Os03g60870.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G07410"
"chrChr3_mRNA_5202_34446329","LOC_Os03g60620.1","GO:0006950","P","response to stress","IEA","TAIR:AT5G02500"
"chrChr3_mRNA_5202_34446329","LOC_Os03g60620.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT5G02500"
"chrChr3_mRNA_5205_34478370","LOC_Os03g60650.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT2G28890"
"chrChr3_mRNA_5370_35317359","LOC_Os03g62340.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G77280"
"chrChr3_mRNA_5374_35354897","LOC_Os03g62410.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT4G35790"
"chrChr3_mRNA_4384_29605885","LOC_Os03g51690.3","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT4G08150"
"chrChr3_mRNA_4594_30942983","LOC_Os03g53960.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G07740"
"chrChr3_mRNA_4594_30942983","LOC_Os03g53960.2","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT3G07740"
"chrChr3_mRNA_4172_28116620","LOC_Os03g49400.1","GO:0007275","P","multicellular organismal development","IEA","TAIR:AT5G03280"
"chrChr3_mRNA_4988_33233106","LOC_Os03g58330.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G02590"
"chrChr3_mRNA_4201_28275709","LOC_Os03g49640.2","GO:0006950","P","response to stress","IEA","TAIR:AT4G08500"
"chrChr3_mRNA_4230_28512656","LOC_Os03g49990.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G14920"
"chrChr3_mRNA_4523_30513870","LOC_Os03g53190.2","GO:0006950","P","response to stress","IEA","TAIR:AT3G54560"
"chrChr3_mRNA_4523_30513870","LOC_Os03g53190.2","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G54560"
"chrChr3_mRNA_4524_30517571","LOC_Os03g53200.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT1G66410"
"chrChr3_mRNA_4536_30607159","LOC_Os03g53340.3","GO:0006950","P","response to stress","IEA","TAIR:AT2G26150"
"chrChr3_mRNA_4536_30607159","LOC_Os03g53340.3","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT2G26150"
"chrChr4_mRNA_3016_20645375","LOC_Os04g34080.1","GO:0004871","F","signal transducer activity","IEA","TAIR:AT3G15470"
"chrChr4_mRNA_751_4874385","LOC_Os04g08828.1","GO:0006950","P","response to stress","IEA","TAIR:AT4G39950"
"chrChr3_mRNA_5005_33334437","LOC_Os03g58540.1","GO:0009790","P","embryo development","IEA","TAIR:AT5G18570"
"chrChr4_mRNA_2970_20358641","LOC_Os04g33610.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G52740"
"chrChr4_mRNA_3142_21494242","LOC_Os04g35310.1","GO:0006950","P","response to stress","IEA","TAIR:AT3G06190"
"chrChr4_mRNA_3104_21276704","LOC_Os04g35010.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G49770"
"chrChr4_mRNA_3114_21335533","LOC_Os04g35100.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G49740"
"chrChr4_mRNA_3119_21358943","LOC_Os04g35140.1","GO:0009791","P","post-embryonic development","IEA","TAIR:AT5G67360"
"chrChr4_mRNA_166_1093436","LOC_Os04g02820.2","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G56070"
"chrChr4_mRNA_196_1336530","LOC_Os04g03180.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G07390"
"chrChr3_mRNA_5009_33377084","LOC_Os03g58600.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G48410"
"chrChr3_mRNA_5009_33377084","LOC_Os03g58600.1","GO:0009790","P","embryo development","IEA","TAIR:AT1G48410"
"chrChr4_mRNA_812_5381565","LOC_Os04g10000.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT1G52340"
"chrChr4_mRNA_812_5381565","LOC_Os04g10000.1","GO:0007165","P","signal transduction","IEA","TAIR:AT1G52340"
"chrChr4_mRNA_1082_7155950","LOC_Os04g12960.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT1G05680"
"chrChr4_mRNA_1388_9077888","LOC_Os04g16680.1","GO:0009607","P","response to biotic stimulus","IEA","TAIR:AT3G55800"
"chrChr3_mRNA_5520_36124479","LOC_Os03g63940.1","GO:0009991","P","response to extracellular stimulus","IEA","TAIR:AT1G09020"
"chrChr3_mRNA_5520_36124479","LOC_Os03g63940.1","GO:0006950","P","response to stress","IEA","TAIR:AT1G09020"
"chrChr3_mRNA_5522_36150757","LOC_Os03g63970.1","GO:0009908","P","flower development","IEA","TAIR:AT4G25420"
"chrChr3_mRNA_5556_36340143","LOC_Os03g64300.1","GO:0009908","P","flower development","IEA","TAIR:AT2G32700"
"chrChr4_mRNA_68_463738","LOC_Os04g01690.3","GO:0009791","P","post-embryonic development","IEA","TAIR:AT2G16500"
"chrChr3_mRNA_5506_36039164","LOC_Os03g63810.1","GO:0003700","F","sequence-specific DNA binding transcription factor","IEA","TAIR:AT1G30650"
"chrChr3_mRNA_5468_35837995","LOC_Os03g63430.1","GO:0009790","P","embryo development","IEA","TAIR:AT5G09900"
"chrChr3_mRNA_5494_35973553","LOC_Os03g63700.1","GO:0009628","P","response to abiotic stimulus","IEA","TAIR:AT3G02910"
